Päivämäärä;Auroransilta;Eteläesplanadi;Huopalahti (asema);Kaisaniemi/Eläintarhanlahti;Kaivokatu;Kulosaaren silta et.;Kulosaaren silta po. ;Kuusisaarentie;Käpylä, Pohjoisbaana;Lauttasaaren silta eteläpuoli;Merikannontie;Munkkiniemen silta eteläpuoli;Munkkiniemi silta pohjoispuoli;Heperian puisto/Ooppera;Pitkäsilta itäpuoli;Pitkäsilta länsipuoli;Lauttasaaren silta pohjoispuoli;Ratapihantie;Viikintie;Baana;
ma 4 elo 2014 20:00;;127;;163;;;;;;;;148;100;321;;134;;;;231;
ma 4 elo 2014 21:00;;71;;113;;;;;;;;115;77;203;;120;;;;221;
ma 4 elo 2014 22:00;;55;;58;;;;;;;;57;29;71;;73;;;;94;
ma 4 elo 2014 23:00;;38;;26;;;;;;;;26;9;36;;52;;;;60;
ti 5 elo 2014 00:00;;22;;13;;;;;;;;12;9;18;;41;;;;17;
ti 5 elo 2014 01:00;;10;;6;;;;;;;;3;1;8;;29;;;;8;
ti 5 elo 2014 02:00;;1;;3;;;;;;;;6;1;2;;12;;;;4;
ti 5 elo 2014 03:00;;4;;9;;;;;;;;3;0;1;;7;;;;4;
ti 5 elo 2014 04:00;;1;;4;;;;;;;;0;4;2;;3;;;;3;
ti 5 elo 2014 05:00;;11;;13;;;;;;;;7;10;17;;12;;;;30;
ti 5 elo 2014 06:00;;56;;68;;;;;;;;86;115;111;;23;;;;165;
ti 5 elo 2014 07:00;;188;;220;;;;;;;;285;220;397;;54;;;;422;
ti 5 elo 2014 08:00;;347;;334;;;;;;;;289;280;614;;108;;;;637;
ti 5 elo 2014 09:00;;202;;242;;;;;;;;133;116;343;;113;;;;352;
ti 5 elo 2014 10:00;;158;;109;;;;;;;;72;53;193;;98;;;;204;
ti 5 elo 2014 11:00;;156;;105;;;;;;;;80;66;238;;105;;;;197;
ti 5 elo 2014 12:00;;177;;102;;;;;;;;110;67;175;;107;;;;198;
ti 5 elo 2014 13:00;;162;;139;;;;;;;;102;61;227;;122;;;;208;
ti 5 elo 2014 14:00;;205;;138;;;;;;;;109;72;212;;118;;;;267;
ti 5 elo 2014 15:00;;245;;248;;;;;;;;234;191;389;;145;;;;432;
ti 5 elo 2014 16:00;;373;;407;;;;;;;;321;321;591;;205;;;;642;
ti 5 elo 2014 17:00;;311;;302;;;;;;;;285;195;604;;211;;;;549;
ti 5 elo 2014 18:00;;267;;210;;;;;;;;220;143;401;;196;;;;367;
ti 5 elo 2014 19:00;;182;;212;;;;;;;;178;143;354;;187;;;;343;
ti 5 elo 2014 20:00;;179;;172;;;;;;;;144;120;298;;160;;;;298;
ti 5 elo 2014 21:00;;98;;112;;;;;;;;118;84;229;;99;;;;230;
ti 5 elo 2014 22:00;;65;;63;;;;;;;;68;34;80;;111;;;;106;
ti 5 elo 2014 23:00;;46;;37;;;;;;;;17;20;30;;68;;;;57;
ke 6 elo 2014 00:00;;14;;11;;;;;;;;6;4;15;;37;;;;26;
ke 6 elo 2014 01:00;;11;;7;;;;;;;;8;4;2;;28;;;;9;
ke 6 elo 2014 02:00;;6;;3;;;;;;;;3;3;6;;15;;;;4;
ke 6 elo 2014 03:00;;2;;5;;;;;;;;1;0;3;;12;;;;3;
ke 6 elo 2014 04:00;;3;;2;;;;;;;;0;2;0;;8;;;;7;
ke 6 elo 2014 05:00;;19;;15;;;;;;;;11;8;14;;19;;;;34;
ke 6 elo 2014 06:00;;66;;72;;;;;;;;80;93;124;;36;;;;163;
ke 6 elo 2014 07:00;;186;;217;;;;;;;;262;238;329;;48;;;;405;
ke 6 elo 2014 08:00;;312;;326;;;;;;;;289;238;559;;110;;;;629;
ke 6 elo 2014 09:00;;202;;192;;;;;;;;148;104;343;;104;;;;394;
ke 6 elo 2014 10:00;;135;;103;;;;;;;;91;46;184;;86;;;;205;
ke 6 elo 2014 11:00;;156;;97;;;;;;;;81;55;202;;104;;;;193;
ke 6 elo 2014 12:00;;148;;111;;;;;;;;100;58;200;;119;;;;212;
ke 6 elo 2014 13:00;;177;;112;;;;;;;;94;57;281;;123;;;;221;
ke 6 elo 2014 14:00;;202;;132;;;;;;;;90;80;221;;126;;;;254;
ke 6 elo 2014 15:00;;297;;228;;;;;;;;242;173;366;;179;;;;407;
ke 6 elo 2014 16:00;;400;;384;;;;;;;;321;263;637;;208;;;;607;
ke 6 elo 2014 17:00;;317;;285;;;;;;;;267;215;579;;205;;;;531;
ke 6 elo 2014 18:00;;240;;204;;;;;;;;191;143;369;;197;;;;376;
ke 6 elo 2014 19:00;;176;;188;;;;;;;;184;145;333;;192;;;;324;
ke 6 elo 2014 20:00;;184;;154;;;;;;;;153;99;288;;157;;;;295;
ke 6 elo 2014 21:00;;112;;120;;;;;;;;124;68;205;;143;;;;218;
ke 6 elo 2014 22:00;;81;;71;;;;;;;;50;53;109;;109;;;;136;
ke 6 elo 2014 23:00;;55;;33;;;;;;;;40;17;43;;73;;;;55;
to 7 elo 2014 00:00;;27;;30;;;;;;;;16;9;24;;55;;;;26;
to 7 elo 2014 01:00;;21;;15;;;;;;;;6;7;16;;36;;;;17;
to 7 elo 2014 02:00;;9;;11;;;;;;;;7;1;4;;48;;;;9;
to 7 elo 2014 03:00;;6;;15;;;;;;;;1;1;2;;23;;;;11;
to 7 elo 2014 04:00;;1;;6;;;;;;;;2;2;1;;16;;;;10;
to 7 elo 2014 05:00;;16;;16;;;;;;;;10;11;10;;16;;;;28;
to 7 elo 2014 06:00;;68;;55;;;;;;;;78;101;102;;26;;;;150;
to 7 elo 2014 07:00;;161;;206;;;;;;;;239;225;306;;46;;;;403;
to 7 elo 2014 08:00;;294;;306;;;;;;;;279;245;520;;105;;;;549;
to 7 elo 2014 09:00;;203;;215;;;;;;;;140;99;361;;97;;;;362;
to 7 elo 2014 10:00;;143;;128;;;;;;;;57;49;229;;95;;;;196;
to 7 elo 2014 11:00;;141;;82;;;;;;;;56;49;188;;89;;;;172;
to 7 elo 2014 12:00;;150;;115;;;;;;;;80;43;195;;123;;;;188;
to 7 elo 2014 13:00;;172;;103;;;;;;;;75;62;196;;121;;;;197;
to 7 elo 2014 14:00;;154;;141;;;;;;;;91;95;229;;138;;;;260;
to 7 elo 2014 15:00;;271;;245;;;;;;;;213;176;383;;159;;;;408;
to 7 elo 2014 16:00;;359;;381;;;;;;;;330;298;600;;194;;;;616;
to 7 elo 2014 17:00;;240;;177;;;;;;;;198;121;378;;166;;;;372;
to 7 elo 2014 18:00;;187;;161;;;;;;;;133;102;285;;147;;;;299;
to 7 elo 2014 19:00;;134;;151;;;;;;;;108;92;253;;131;;;;235;
to 7 elo 2014 20:00;;127;;114;;;;;;;;99;66;264;;132;;;;226;
to 7 elo 2014 21:00;;99;;69;;;;;;;;87;66;149;;111;;;;156;
to 7 elo 2014 22:00;;65;;48;;;;;;;;53;32;69;;84;;;;89;
to 7 elo 2014 23:00;;49;;32;;;;;;;;24;11;43;;65;;;;42;
pe 8 elo 2014 00:00;;31;;13;;;;;;;;7;8;22;;31;;;;29;
pe 8 elo 2014 01:00;;20;;9;;;;;;;;5;3;10;;34;;;;10;
pe 8 elo 2014 02:00;;3;;2;;;;;;;;3;1;4;;25;;;;6;
pe 8 elo 2014 03:00;;9;;4;;;;;;;;1;0;4;;12;;;;1;
pe 8 elo 2014 04:00;;0;;4;;;;;;;;1;3;1;;13;;;;10;
pe 8 elo 2014 05:00;;13;;12;;;;;;;;7;7;19;;7;;;;21;
pe 8 elo 2014 06:00;;53;;56;;;;;;;;77;77;101;;25;;;;132;
pe 8 elo 2014 07:00;;149;;200;;;;;;;;199;178;251;;53;;;;337;
pe 8 elo 2014 08:00;;269;;264;;;;;;;;254;202;455;;82;;;;498;
pe 8 elo 2014 09:00;;213;;208;;;;;;;;112;91;291;;80;;;;295;
pe 8 elo 2014 10:00;;132;;124;;;;;;;;62;51;183;;92;;;;195;
pe 8 elo 2014 11:00;;160;;94;;;;;;;;69;47;202;;112;;;;180;
pe 8 elo 2014 12:00;;173;;135;;;;;;;;58;74;218;;123;;;;227;
pe 8 elo 2014 13:00;;187;;125;;;;;;;;94;68;206;;132;;;;224;
pe 8 elo 2014 14:00;;232;;174;;;;;;;;109;96;305;;184;;;;293;
pe 8 elo 2014 15:00;;274;;243;;;;;;;;234;186;399;;215;;;;423;
pe 8 elo 2014 16:00;;341;;304;;;;;;;;233;232;460;;245;;;;508;
pe 8 elo 2014 17:00;;268;;210;;;;;;;;183;157;373;;229;;;;384;
pe 8 elo 2014 18:00;;189;;144;;;;;;;;136;94;304;;202;;;;292;
pe 8 elo 2014 19:00;;161;;93;;;;;;;;105;78;178;;154;;;;225;
pe 8 elo 2014 20:00;;100;;98;;;;;;;;87;67;164;;120;;;;177;
pe 8 elo 2014 21:00;;80;;83;;;;;;;;88;65;101;;86;;;;119;
pe 8 elo 2014 22:00;;61;;50;;;;;;;;52;28;45;;88;;;;78;
pe 8 elo 2014 23:00;;59;;38;;;;;;;;23;26;32;;89;;;;59;
la 9 elo 2014 00:00;;75;;25;;;;;;;;28;15;24;;83;;;;61;
la 9 elo 2014 01:00;;120;;22;;;;;;;;7;14;20;;109;;;;67;
la 9 elo 2014 02:00;;58;;17;;;;;;;;14;15;17;;83;;;;42;
la 9 elo 2014 03:00;;31;;16;;;;;;;;12;5;7;;66;;;;24;
la 9 elo 2014 04:00;;17;;2;;;;;;;;5;7;8;;35;;;;14;
la 9 elo 2014 05:00;;10;;7;;;;;;;;1;2;2;;14;;;;15;
la 9 elo 2014 06:00;;5;;8;;;;;;;;11;14;26;;8;;;;22;
la 9 elo 2014 07:00;;32;;12;;;;;;;;23;21;39;;14;;;;38;
la 9 elo 2014 08:00;;36;;43;;;;;;;;24;18;60;;29;;;;74;
la 9 elo 2014 09:00;;59;;72;;;;;;;;46;25;83;;54;;;;101;
la 9 elo 2014 10:00;;101;;73;;;;;;;;53;33;166;;52;;;;150;
la 9 elo 2014 11:00;;141;;118;;;;;;;;70;52;175;;90;;;;193;
la 9 elo 2014 12:00;;169;;118;;;;;;;;70;56;211;;134;;;;244;
la 9 elo 2014 13:00;;181;;129;;;;;;;;111;58;233;;120;;;;232;
la 9 elo 2014 14:00;;187;;126;;;;;;;;87;81;274;;159;;;;241;
la 9 elo 2014 15:00;;172;;150;;;;;;;;109;76;251;;153;;;;279;
la 9 elo 2014 16:00;;190;;135;;;;;;;;104;73;235;;155;;;;256;
la 9 elo 2014 17:00;;170;;108;;;;;;;;77;64;184;;157;;;;214;
la 9 elo 2014 18:00;;120;;120;;;;;;;;50;64;186;;100;;;;174;
la 9 elo 2014 19:00;;82;;116;;;;;;;;79;84;181;;90;;;;170;
la 9 elo 2014 20:00;;84;;93;;;;;;;;64;42;149;;78;;;;118;
la 9 elo 2014 21:00;;57;;64;;;;;;;;47;31;96;;88;;;;85;
la 9 elo 2014 22:00;;66;;58;;;;;;;;37;14;32;;72;;;;65;
la 9 elo 2014 23:00;;51;;36;;;;;;;;23;17;34;;69;;;;60;
su 10 elo 2014 00:00;;67;;38;;;;;;;;12;19;34;;84;;;;54;
su 10 elo 2014 01:00;;116;;23;;;;;;;;17;9;29;;90;;;;87;
su 10 elo 2014 02:00;;77;;18;;;;;;;;14;15;27;;118;;;;68;
su 10 elo 2014 03:00;;44;;20;;;;;;;;9;6;22;;63;;;;32;
su 10 elo 2014 04:00;;25;;11;;;;;;;;14;10;11;;43;;;;28;
su 10 elo 2014 05:00;;14;;4;;;;;;;;1;3;10;;24;;;;10;
su 10 elo 2014 06:00;;12;;12;;;;;;;;7;15;16;;14;;;;23;
su 10 elo 2014 07:00;;18;;16;;;;;;;;13;18;18;;7;;;;20;
su 10 elo 2014 08:00;;22;;22;;;;;;;;34;27;38;;15;;;;43;
su 10 elo 2014 09:00;;48;;41;;;;;;;;36;20;91;;29;;;;76;
su 10 elo 2014 10:00;;65;;81;;;;;;;;41;41;115;;48;;;;146;
su 10 elo 2014 11:00;;98;;86;;;;;;;;79;56;174;;61;;;;165;
su 10 elo 2014 12:00;;119;;120;;;;;;;;89;90;235;;82;;;;233;
su 10 elo 2014 13:00;;143;;140;;;;;;;;123;105;246;;134;;;;320;
su 10 elo 2014 14:00;;192;;127;;;;;;;;141;101;272;;148;;;;278;
su 10 elo 2014 15:00;;210;;152;;;;;;;;106;107;251;;133;;;;278;
su 10 elo 2014 16:00;;174;;133;;;;;;;;129;104;221;;125;;;;262;
su 10 elo 2014 17:00;;165;;85;;;;;;;;108;85;243;;129;;;;245;
su 10 elo 2014 18:00;;113;;97;;;;;;;;111;96;216;;127;;;;214;
su 10 elo 2014 19:00;;79;;90;;;;;;;;100;83;186;;89;;;;187;
su 10 elo 2014 20:00;;63;;86;;;;;;;;68;87;157;;93;;;;141;
su 10 elo 2014 21:00;;68;;50;;;;;;;;71;38;101;;71;;;;97;
su 10 elo 2014 22:00;;68;;35;;;;;;;;33;30;25;;51;;;;73;
su 10 elo 2014 23:00;;134;;28;;;;;;;;28;14;32;;66;;;;94;
ma 11 elo 2014 00:00;;107;;16;;;;;;;;16;12;20;;76;;;;90;
ma 11 elo 2014 01:00;;23;;2;;;;;;;;2;9;10;;44;;;;24;
ma 11 elo 2014 02:00;;13;;3;;;;;;;;5;2;6;;38;;;;14;
ma 11 elo 2014 03:00;;12;;1;;;;;;;;2;1;1;;19;;;;13;
ma 11 elo 2014 04:00;;3;;3;;;;;;;;3;2;6;;28;;;;15;
ma 11 elo 2014 05:00;;20;;13;;;;;;;;12;9;19;;14;;;;30;
ma 11 elo 2014 06:00;;72;;73;;;;;;;;96;90;131;;26;;;;148;
ma 11 elo 2014 07:00;;211;;238;;;;;;;;272;258;344;;50;;;;418;
ma 11 elo 2014 08:00;;282;;340;;;;;;;;315;261;527;;82;;;;551;
ma 11 elo 2014 09:00;;190;;209;;;;;;;;133;113;250;;85;;;;332;
ma 11 elo 2014 10:00;;136;;86;;;;;;;;69;69;190;;84;;;;182;
ma 11 elo 2014 11:00;;117;;96;;;;;;;;64;67;166;;70;;;;165;
ma 11 elo 2014 12:00;;114;;137;;;;;;;;82;68;193;;109;;;;173;
ma 11 elo 2014 13:00;;127;;99;;;;;;;;85;67;196;;131;;;;185;
ma 11 elo 2014 14:00;;136;;117;;;;;;;;102;79;244;;117;;;;229;
ma 11 elo 2014 15:00;;289;;229;;;;;;;;227;167;361;;138;;;;389;
ma 11 elo 2014 16:00;;381;;420;;;;;;;;319;275;612;;191;;;;610;
ma 11 elo 2014 17:00;;282;;317;;;;;;;;257;251;576;;190;;;;537;
ma 11 elo 2014 18:00;;166;;182;;;;;;;;165;116;357;;146;;;;335;
ma 11 elo 2014 19:00;;112;;136;;;;;;;;105;119;237;;114;;;;226;
ma 11 elo 2014 20:00;;92;;90;;;;;;;;107;61;176;;99;;;;175;
ma 11 elo 2014 21:00;;66;;59;;;;;;;;54;67;119;;72;;;;121;
ma 11 elo 2014 22:00;;30;;17;;;;;;;;35;24;20;;42;;;;46;
ma 11 elo 2014 23:00;;16;;14;;;;;;;;13;4;19;;39;;;;25;
ti 12 elo 2014 00:00;;14;;8;;;;;;;;4;3;3;;26;;;;12;
ti 12 elo 2014 01:00;;7;;5;;;;;;;;2;1;4;;6;;;;5;
ti 12 elo 2014 02:00;;1;;0;;;;;;;;2;1;2;;7;;;;3;
ti 12 elo 2014 03:00;;1;;5;;;;;;;;0;0;1;;4;;;;0;
ti 12 elo 2014 04:00;;0;;1;;;;;;;;1;2;1;;3;;;;3;
ti 12 elo 2014 05:00;;12;;13;;;;;;;;3;2;2;;3;;;;7;
ti 12 elo 2014 06:00;;40;;40;;;;;;;;38;63;73;;19;;;;103;
ti 12 elo 2014 07:00;;152;;164;;;;;;;;196;193;232;;32;;;;319;
ti 12 elo 2014 08:00;;245;;299;;;;;;;;223;210;419;;84;;;;451;
ti 12 elo 2014 09:00;;176;;206;;;;;;;;136;85;312;;75;;;;315;
ti 12 elo 2014 10:00;;115;;91;;;;;;;;61;53;142;;68;;;;144;
ti 12 elo 2014 11:00;;121;;81;;;;;;;;51;40;125;;93;;;;140;
ti 12 elo 2014 12:00;;129;;93;;;;;;;;60;57;213;;82;;;;164;
ti 12 elo 2014 13:00;;162;;107;;;;;;;;67;57;190;;96;;;;184;
ti 12 elo 2014 14:00;;159;;118;;;;;;;;79;68;179;;107;;;;201;
ti 12 elo 2014 15:00;;224;;219;;;;;;;;140;149;285;;133;;;;307;
ti 12 elo 2014 16:00;;330;;333;;;;;;;;235;235;475;;168;;;;533;
ti 12 elo 2014 17:00;;313;;303;;;;;;;;225;241;526;;166;;;;478;
ti 12 elo 2014 18:00;;213;;199;;;;;;;;196;171;407;;191;;;;373;
ti 12 elo 2014 19:00;;203;;201;;;;;;;;148;123;314;;186;;;;316;
ti 12 elo 2014 20:00;;140;;142;;;;;;;;120;114;258;;129;;;;240;
ti 12 elo 2014 21:00;;91;;99;;;;;;;;114;76;175;;91;;;;228;
ti 12 elo 2014 22:00;;57;;44;;;;;;;;42;43;59;;46;;;;83;
ti 12 elo 2014 23:00;;33;;28;;;;;;;;13;12;29;;57;;;;39;
ke 13 elo 2014 00:00;;20;;19;;;;;;;;5;6;13;;34;;;;17;
ke 13 elo 2014 01:00;;7;;6;;;;;;;;4;2;3;;19;;;;11;
ke 13 elo 2014 02:00;;4;;9;;;;;;;;2;2;4;;12;;;;3;
ke 13 elo 2014 03:00;;2;;7;;;;;;;;0;0;1;;13;;;;0;
ke 13 elo 2014 04:00;;1;;5;;;;;;;;0;3;2;;5;;;;3;
ke 13 elo 2014 05:00;;14;;9;;;;;;;;8;6;16;;9;;;;27;
ke 13 elo 2014 06:00;;61;;62;;;;;;;;82;86;109;;24;;;;136;
ke 13 elo 2014 07:00;;125;;166;;;;;;;;240;202;256;;32;;;;317;
ke 13 elo 2014 08:00;;264;;321;;;;;;;;223;228;416;;76;;;;481;
ke 13 elo 2014 09:00;;196;;189;;;;;;;;142;71;275;;113;;;;328;
ke 13 elo 2014 10:00;;118;;116;;;;;;;;53;50;147;;95;;;;147;
ke 13 elo 2014 11:00;;108;;106;;;;;;;;46;36;149;;83;;;;139;
ke 13 elo 2014 12:00;;122;;75;;;;;;;;63;49;140;;87;;;;141;
ke 13 elo 2014 13:00;;144;;92;;;;;;;;48;51;172;;90;;;;116;
ke 13 elo 2014 14:00;;152;;95;;;;;;;;75;62;175;;126;;;;185;
ke 13 elo 2014 15:00;;251;;225;;;;;;;;189;142;284;;118;;;;322;
ke 13 elo 2014 16:00;;296;;326;;;;;;;;237;275;436;;172;;;;503;
ke 13 elo 2014 17:00;;298;;276;;;;;;;;241;191;449;;169;;;;440;
ke 13 elo 2014 18:00;;213;;222;;;;;;;;152;131;332;;168;;;;325;
ke 13 elo 2014 19:00;;160;;137;;;;;;;;144;107;253;;132;;;;245;
ke 13 elo 2014 20:00;;112;;118;;;;;;;;130;79;195;;132;;;;213;
ke 13 elo 2014 21:00;;76;;67;;;;;;;;68;36;134;;78;;;;125;
ke 13 elo 2014 22:00;;45;;35;;;;;;;;41;25;29;;48;;;;47;
ke 13 elo 2014 23:00;;26;;15;;;;;;;;15;6;23;;36;;;;33;
to 14 elo 2014 00:00;;16;;9;;;;;;;;5;5;16;;22;;;;18;
to 14 elo 2014 01:00;;3;;8;;;;;;;;2;2;5;;18;;;;7;
to 14 elo 2014 02:00;;6;;1;;;;;;;;1;3;0;;6;;;;3;
to 14 elo 2014 03:00;;5;;5;;;;;;;;1;0;0;;10;;;;3;
to 14 elo 2014 04:00;;1;;5;;;;;;;;0;1;2;;5;;;;1;
to 14 elo 2014 05:00;;15;;7;;;;;;;;4;8;11;;5;;;;18;
to 14 elo 2014 06:00;;54;;56;;;;;;;;62;82;104;;25;;;;133;
to 14 elo 2014 07:00;;151;;200;;;;;;;;259;232;313;;42;;;;379;
to 14 elo 2014 08:00;;312;;355;;;;;;;;263;263;519;;87;;;;598;
to 14 elo 2014 09:00;;195;;207;;;;;;;;131;99;344;;93;;;;346;
to 14 elo 2014 10:00;;142;;122;;;;;;;;49;41;147;;91;;;;153;
to 14 elo 2014 11:00;;122;;72;;;;;;;;48;38;129;;74;;;;116;
to 14 elo 2014 12:00;;109;;90;;;;;;;;55;37;112;;78;;;;115;
to 14 elo 2014 13:00;;118;;84;;;;;;;;51;54;128;;89;;;;120;
to 14 elo 2014 14:00;;130;;133;;;;;;;;74;76;170;;95;;;;205;
to 14 elo 2014 15:00;;258;;237;;;;;;;;209;147;290;;133;;;;325;
to 14 elo 2014 16:00;;287;;139;;;;;;;;266;232;483;;184;;;;550;
to 14 elo 2014 17:00;;258;;280;;;;;;;;209;189;402;;175;;;;480;
to 14 elo 2014 18:00;;210;;213;;;;;;;;150;133;318;;147;;;;299;
to 14 elo 2014 19:00;;168;;124;;;;;;;;126;71;199;;150;;;;211;
to 14 elo 2014 20:00;;112;;108;;;;;;;;104;56;174;;89;;;;151;
to 14 elo 2014 21:00;;96;;76;;;;;;;;70;31;106;;116;;;;135;
to 14 elo 2014 22:00;;45;;38;;;;;;;;41;23;36;;82;;;;61;
to 14 elo 2014 23:00;;42;;39;;;;;;;;17;9;24;;56;;;;42;
pe 15 elo 2014 00:00;;28;;18;;;;;;;;9;7;15;;47;;;;34;
pe 15 elo 2014 01:00;;5;;6;;;;;;;;5;1;5;;18;;;;11;
pe 15 elo 2014 02:00;;10;;2;;;;;;;;2;5;3;;14;;;;9;
pe 15 elo 2014 03:00;;4;;0;;;;;;;;1;0;3;;7;;;;4;
pe 15 elo 2014 04:00;;0;;6;;;;;;;;0;0;2;;13;;;;6;
pe 15 elo 2014 05:00;;12;;11;;;;;;;;7;11;11;;7;;;;24;
pe 15 elo 2014 06:00;;56;;50;;;;;;;;67;66;106;;17;;;;122;
pe 15 elo 2014 07:00;;155;;226;;;;;;;;228;227;283;;43;;;;362;
pe 15 elo 2014 08:00;;280;;338;;;;;;;;256;283;472;;92;;;;531;
pe 15 elo 2014 09:00;;194;;185;;;;;;;;113;103;298;;107;;;;304;
pe 15 elo 2014 10:00;;141;;90;;;;;;;;51;39;168;;89;;;;147;
pe 15 elo 2014 11:00;;131;;100;;;;;;;;66;51;180;;85;;;;174;
pe 15 elo 2014 12:00;;168;;119;;;;;;;;77;115;156;;116;;;;170;
pe 15 elo 2014 13:00;;147;;103;;;;;;;;78;84;168;;111;;;;182;
pe 15 elo 2014 14:00;;194;;157;;;;;;;;124;105;235;;120;;;;236;
pe 15 elo 2014 15:00;;258;;282;;;;;;;;210;174;369;;153;;;;399;
pe 15 elo 2014 16:00;;315;;332;;;;;;;;272;220;510;;158;;;;506;
pe 15 elo 2014 17:00;;249;;225;;;;;;;;190;163;389;;164;;;;386;
pe 15 elo 2014 18:00;;176;;153;;;;;;;;102;95;258;;188;;;;301;
pe 15 elo 2014 19:00;;102;;95;;;;;;;;87;84;158;;120;;;;194;
pe 15 elo 2014 20:00;;81;;68;;;;;;;;62;56;120;;79;;;;117;
pe 15 elo 2014 21:00;;64;;66;;;;;;;;66;40;81;;84;;;;87;
pe 15 elo 2014 22:00;;44;;42;;;;;;;;32;12;34;;85;;;;48;
pe 15 elo 2014 23:00;;43;;34;;;;;;;;22;13;36;;68;;;;47;
la 16 elo 2014 00:00;;25;;27;;;;;;;;20;15;30;;63;;;;64;
la 16 elo 2014 01:00;;24;;19;;;;;;;;16;9;22;;35;;;;25;
la 16 elo 2014 02:00;;9;;11;;;;;;;;1;8;12;;40;;;;15;
la 16 elo 2014 03:00;;11;;5;;;;;;;;5;3;4;;29;;;;7;
la 16 elo 2014 04:00;;1;;4;;;;;;;;3;1;4;;23;;;;6;
la 16 elo 2014 05:00;;7;;6;;;;;;;;1;3;2;;11;;;;9;
la 16 elo 2014 06:00;;8;;12;;;;;;;;10;11;17;;13;;;;28;
la 16 elo 2014 07:00;;17;;13;;;;;;;;23;26;34;;13;;;;40;
la 16 elo 2014 08:00;;33;;27;;;;;;;;29;22;48;;13;;;;74;
la 16 elo 2014 09:00;;63;;78;;;;;;;;43;33;95;;34;;;;97;
la 16 elo 2014 10:00;;82;;67;;;;;;;;42;35;107;;46;;;;111;
la 16 elo 2014 11:00;;106;;50;;;;;;;;36;31;101;;65;;;;115;
la 16 elo 2014 12:00;;116;;86;;;;;;;;54;34;140;;68;;;;158;
la 16 elo 2014 13:00;;140;;93;;;;;;;;75;46;163;;79;;;;191;
la 16 elo 2014 14:00;;143;;100;;;;;;;;81;52;179;;97;;;;211;
la 16 elo 2014 15:00;;154;;108;;;;;;;;80;78;168;;103;;;;194;
la 16 elo 2014 16:00;;187;;132;;;;;;;;79;56;171;;121;;;;176;
la 16 elo 2014 17:00;;149;;136;;;;;;;;90;77;188;;117;;;;197;
la 16 elo 2014 18:00;;124;;128;;;;;;;;71;124;169;;106;;;;180;
la 16 elo 2014 19:00;;79;;72;;;;;;;;67;59;163;;88;;;;156;
la 16 elo 2014 20:00;;82;;63;;;;;;;;65;57;99;;85;;;;121;
la 16 elo 2014 21:00;;67;;54;;;;;;;;36;29;70;;72;;;;80;
la 16 elo 2014 22:00;;60;;59;;;;;;;;23;19;31;;81;;;;56;
la 16 elo 2014 23:00;;47;;41;;;;;;;;12;12;35;;92;;;;45;
su 17 elo 2014 00:00;;55;;22;;;;;;;;18;14;31;;100;;;;38;
su 17 elo 2014 01:00;;30;;14;;;;;;;;11;5;18;;40;;;;34;
su 17 elo 2014 02:00;;37;;13;;;;;;;;11;9;7;;49;;;;22;
su 17 elo 2014 03:00;;13;;14;;;;;;;;1;5;11;;52;;;;11;
su 17 elo 2014 04:00;;8;;7;;;;;;;;2;2;3;;32;;;;7;
su 17 elo 2014 05:00;;16;;5;;;;;;;;2;4;2;;14;;;;4;
su 17 elo 2014 06:00;;10;;12;;;;;;;;13;11;14;;10;;;;16;
su 17 elo 2014 07:00;;11;;7;;;;;;;;16;14;22;;12;;;;21;
su 17 elo 2014 08:00;;27;;22;;;;;;;;19;18;35;;11;;;;44;
su 17 elo 2014 09:00;;48;;35;;;;;;;;25;22;57;;18;;;;69;
su 17 elo 2014 10:00;;52;;86;;;;;;;;31;45;153;;27;;;;105;
su 17 elo 2014 11:00;;93;;113;;;;;;;;75;54;222;;70;;;;186;
su 17 elo 2014 12:00;;143;;133;;;;;;;;106;99;288;;110;;;;239;
su 17 elo 2014 13:00;;181;;124;;;;;;;;126;121;314;;175;;;;270;
su 17 elo 2014 14:00;;199;;160;;;;;;;;134;117;287;;172;;;;255;
su 17 elo 2014 15:00;;219;;177;;;;;;;;134;97;290;;173;;;;298;
su 17 elo 2014 16:00;;177;;162;;;;;;;;117;83;260;;185;;;;237;
su 17 elo 2014 17:00;;162;;119;;;;;;;;106;69;264;;130;;;;222;
su 17 elo 2014 18:00;;112;;128;;;;;;;;101;68;240;;126;;;;194;
su 17 elo 2014 19:00;;94;;102;;;;;;;;93;98;172;;94;;;;161;
su 17 elo 2014 20:00;;75;;107;;;;;;;;96;73;168;;105;;;;154;
su 17 elo 2014 21:00;;54;;62;;;;;;;;60;25;96;;60;;;;88;
su 17 elo 2014 22:00;;34;;26;;;;;;;;20;18;33;;53;;;;60;
su 17 elo 2014 23:00;;21;;10;;;;;;;;10;9;12;;30;;;;25;
ma 18 elo 2014 00:00;;13;;6;;;;;;;;4;4;12;;34;;;;14;
ma 18 elo 2014 01:00;;5;;5;;;;;;;;1;0;7;;12;;;;6;
ma 18 elo 2014 02:00;;1;;3;;;;;;;;2;3;4;;4;;;;1;
ma 18 elo 2014 03:00;;0;;2;;;;;;;;1;2;1;;7;;;;3;
ma 18 elo 2014 04:00;;3;;3;;;;;;;;1;2;3;;7;;;;4;
ma 18 elo 2014 05:00;;9;;6;;;;;;;;3;4;9;;5;;;;11;
